"Year","Sex","Decile","Cause","Deaths","Rate","Lower CI","Upper CI"
"2001","Male","1","Alcohol-related and drug-related","1235","63.2","59.5","66.8"
"2001","Male","2","Alcohol-related and drug-related","900","44.8","41.8","47.9"
"2001","Male","3","Alcohol-related and drug-related","687","34.700000000000003","32","37.299999999999997"
"2001","Male","4","Alcohol-related and drug-related","524","25.5","23.3","27.8"
"2001","Male","5","Alcohol-related and drug-related","423","20.2","18.3","22.1"
"2001","Male","6","Alcohol-related and drug-related","367","17.100000000000001","15.4","18.899999999999999"
"2001","Male","7","Alcohol-related and drug-related","316","14.3","12.7","15.9"
"2001","Male","8","Alcohol-related and drug-related","270","12.5","11","14"
"2001","Male","9","Alcohol-related and drug-related","247","11.2","9.8000000000000007","12.6"
"2001","Male","10","Alcohol-related and drug-related","188","8.6999999999999993","7.4","10"
"2002","Male","1","Alcohol-related and drug-related","1190","61.6","58","65.2"
"2002","Male","2","Alcohol-related and drug-related","830","42.2","39.200000000000003","45.2"
"2002","Male","3","Alcohol-related and drug-related","622","30.8","28.3","33.299999999999997"
"2002","Male","4","Alcohol-related and drug-related","580","27.8","25.5","30.1"
"2002","Male","5","Alcohol-related and drug-related","463","22.1","20.100000000000001","24.1"
"2002","Male","6","Alcohol-related and drug-related","351","16.3","14.5","18"
"2002","Male","7","Alcohol-related and drug-related","296","13.5","12","15"
"2002","Male","8","Alcohol-related and drug-related","283","12.8","11.3","14.3"
"2002","Male","9","Alcohol-related and drug-related","227","10.5","9.1","11.8"
"2002","Male","10","Alcohol-related and drug-related","207","9.5","8.1999999999999993","10.9"
"2003","Male","1","Alcohol-related and drug-related","1193","62.1","58.5","65.8"
"2003","Male","2","Alcohol-related and drug-related","840","43","40.1","46"
"2003","Male","3","Alcohol-related and drug-related","705","35.299999999999997","32.6","38"
"2003","Male","4","Alcohol-related and drug-related","556","26.8","24.6","29.1"
"2003","Male","5","Alcohol-related and drug-related","451","21.3","19.3","23.3"
"2003","Male","6","Alcohol-related and drug-related","398","18.600000000000001","16.8","20.5"
"2003","Male","7","Alcohol-related and drug-related","325","14.8","13.2","16.399999999999999"
"2003","Male","8","Alcohol-related and drug-related","286","12.8","11.3","14.3"
"2003","Male","9","Alcohol-related and drug-related","249","11.2","9.8000000000000007","12.6"
"2003","Male","10","Alcohol-related and drug-related","209","9.6","8.3000000000000007","10.9"
"2004","Male","1","Alcohol-related and drug-related","1211","62.7","59","66.3"
"2004","Male","2","Alcohol-related and drug-related","849","43.9","40.9","47"
"2004","Male","3","Alcohol-related and drug-related","686","33.700000000000003","31.1","36.299999999999997"
"2004","Male","4","Alcohol-related and drug-related","557","26.9","24.7","29.2"
"2004","Male","5","Alcohol-related and drug-related","474","22","20","24"
"2004","Male","6","Alcohol-related and drug-related","380","17.5","15.7","19.3"
"2004","Male","7","Alcohol-related and drug-related","316","14.2","12.6","15.8"
"2004","Male","8","Alcohol-related and drug-related","298","13.4","11.9","15"
"2004","Male","9","Alcohol-related and drug-related","266","11.9","10.4","13.3"
"2004","Male","10","Alcohol-related and drug-related","211","9.4","8.1","10.7"
"2005","Male","1","Alcohol-related and drug-related","1240","63.4","59.8","67"
"2005","Male","2","Alcohol-related and drug-related","830","43.1","40.1","46.1"
"2005","Male","3","Alcohol-related and drug-related","701","34.5","31.9","37.1"
"2005","Male","4","Alcohol-related and drug-related","557","27","24.7","29.2"
"2005","Male","5","Alcohol-related and drug-related","545","24.9","22.8","27"
"2005","Male","6","Alcohol-related and drug-related","431","19.5","17.7","21.4"
"2005","Male","7","Alcohol-related and drug-related","374","16.600000000000001","14.9","18.3"
"2005","Male","8","Alcohol-related and drug-related","293","13.1","11.6","14.7"
"2005","Male","9","Alcohol-related and drug-related","277","12.2","10.7","13.6"
"2005","Male","10","Alcohol-related and drug-related","217","9.9","8.5","11.2"
"2006","Male","1","Alcohol-related and drug-related","1312","65.900000000000006","62.2","69.5"
"2006","Male","2","Alcohol-related and drug-related","890","45.8","42.7","48.9"
"2006","Male","3","Alcohol-related and drug-related","751","36.799999999999997","34.1","39.5"
"2006","Male","4","Alcohol-related and drug-related","601","28.6","26.3","30.9"
"2006","Male","5","Alcohol-related and drug-related","487","22.1","20.2","24.1"
"2006","Male","6","Alcohol-related and drug-related","377","17.100000000000001","15.3","18.8"
"2006","Male","7","Alcohol-related and drug-related","342","15.1","13.5","16.7"
"2006","Male","8","Alcohol-related and drug-related","287","12.8","11.3","14.3"
"2006","Male","9","Alcohol-related and drug-related","274","12.2","10.8","13.7"
"2006","Male","10","Alcohol-related and drug-related","208","9.3000000000000007","8","10.6"
"2007","Male","1","Alcohol-related and drug-related","1309","65.599999999999994","62","69.3"
"2007","Male","2","Alcohol-related and drug-related","894","44.6","41.6","47.6"
"2007","Male","3","Alcohol-related and drug-related","756","36.4","33.799999999999997","39.1"
"2007","Male","4","Alcohol-related and drug-related","619","29.1","26.8","31.4"
"2007","Male","5","Alcohol-related and drug-related","511","23","21","25"
"2007","Male","6","Alcohol-related and drug-related","382","17","15.2","18.7"
"2007","Male","7","Alcohol-related and drug-related","349","15.2","13.6","16.8"
"2007","Male","8","Alcohol-related and drug-related","295","12.9","11.4","14.4"
"2007","Male","9","Alcohol-related and drug-related","275","12","10.6","13.5"
"2007","Male","10","Alcohol-related and drug-related","222","9.6999999999999993","8.4","11"
"2008","Male","1","Alcohol-related and drug-related","1420","70.400000000000006","66.7","74.2"
"2008","Male","2","Alcohol-related and drug-related","974","48.2","45.1","51.3"
"2008","Male","3","Alcohol-related and drug-related","816","38.9","36.1","41.6"
"2008","Male","4","Alcohol-related and drug-related","647","29.7","27.3","32"
"2008","Male","5","Alcohol-related and drug-related","537","24.1","22.1","26.2"
"2008","Male","6","Alcohol-related and drug-related","405","17.7","16","19.399999999999999"
"2008","Male","7","Alcohol-related and drug-related","389","16.899999999999999","15.2","18.5"
"2008","Male","8","Alcohol-related and drug-related","335","14.5","12.9","16"
"2008","Male","9","Alcohol-related and drug-related","275","11.9","10.5","13.3"
"2008","Male","10","Alcohol-related and drug-related","210","9.1","7.9","10.3"
"2009","Male","1","Alcohol-related and drug-related","1344","65.599999999999994","62","69.2"
"2009","Male","2","Alcohol-related and drug-related","922","44.6","41.6","47.5"
"2009","Male","3","Alcohol-related and drug-related","793","36.5","33.9","39.1"
"2009","Male","4","Alcohol-related and drug-related","577","26.2","24","28.4"
"2009","Male","5","Alcohol-related and drug-related","498","21.8","19.899999999999999","23.7"
"2009","Male","6","Alcohol-related and drug-related","428","18.399999999999999","16.7","20.2"
"2009","Male","7","Alcohol-related and drug-related","399","17","15.3","18.7"
"2009","Male","8","Alcohol-related and drug-related","327","13.9","12.4","15.5"
"2009","Male","9","Alcohol-related and drug-related","289","12.4","11","13.9"
"2009","Male","10","Alcohol-related and drug-related","235","10.4","9","11.7"
"2010","Male","1","Alcohol-related and drug-related","1256","61","57.5","64.400000000000006"
"2010","Male","2","Alcohol-related and drug-related","846","40.6","37.799999999999997","43.5"
"2010","Male","3","Alcohol-related and drug-related","773","35.700000000000003","33.1","38.299999999999997"
"2010","Male","4","Alcohol-related and drug-related","676","30.7","28.4","33"
"2010","Male","5","Alcohol-related and drug-related","530","23.2","21.2","25.2"
"2010","Male","6","Alcohol-related and drug-related","403","17.3","15.6","19"
"2010","Male","7","Alcohol-related and drug-related","358","15.2","13.6","16.8"
"2010","Male","8","Alcohol-related and drug-related","350","14.9","13.3","16.399999999999999"
"2010","Male","9","Alcohol-related and drug-related","328","13.8","12.3","15.3"
"2010","Male","10","Alcohol-related and drug-related","237","10.199999999999999","8.9","11.6"
"2011","Male","1","Alcohol-related and drug-related","1279","62.8","59.3","66.3"
"2011","Male","2","Alcohol-related and drug-related","883","42.9","40","45.8"
"2011","Male","3","Alcohol-related and drug-related","720","33.799999999999997","31.3","36.299999999999997"
"2011","Male","4","Alcohol-related and drug-related","616","27.3","25.1","29.5"
"2011","Male","5","Alcohol-related and drug-related","535","23.2","21.2","25.2"
"2011","Male","6","Alcohol-related and drug-related","437","18.7","16.899999999999999","20.399999999999999"
"2011","Male","7","Alcohol-related and drug-related","397","16.7","15.1","18.399999999999999"
"2011","Male","8","Alcohol-related and drug-related","338","14.2","12.7","15.7"
"2011","Male","9","Alcohol-related and drug-related","294","12.4","11","13.9"
"2011","Male","10","Alcohol-related and drug-related","209","8.9","7.7","10.199999999999999"
"2012","Male","1","Alcohol-related and drug-related","1241","60.3","56.9","63.7"
"2012","Male","2","Alcohol-related and drug-related","810","38.700000000000003","36","41.5"
"2012","Male","3","Alcohol-related and drug-related","681","31","28.6","33.299999999999997"
"2012","Male","4","Alcohol-related and drug-related","558","24.7","22.7","26.8"
"2012","Male","5","Alcohol-related and drug-related","442","19","17.2","20.8"
"2012","Male","6","Alcohol-related and drug-related","431","18.2","16.5","19.899999999999999"
"2012","Male","7","Alcohol-related and drug-related","358","15","13.4","16.5"
"2012","Male","8","Alcohol-related and drug-related","308","12.8","11.4","14.3"
"2012","Male","9","Alcohol-related and drug-related","272","11.4","10","12.7"
"2012","Male","10","Alcohol-related and drug-related","200","8.5","7.3","9.6"
"2013","Male","1","Alcohol-related and drug-related","1275","60.9","57.5","64.3"
"2013","Male","2","Alcohol-related and drug-related","887","41.6","38.799999999999997","44.4"
"2013","Male","3","Alcohol-related and drug-related","747","33.5","31","35.9"
"2013","Male","4","Alcohol-related and drug-related","616","26.7","24.6","28.8"
"2013","Male","5","Alcohol-related and drug-related","526","22.4","20.5","24.4"
"2013","Male","6","Alcohol-related and drug-related","435","18.100000000000001","16.399999999999999","19.8"
"2013","Male","7","Alcohol-related and drug-related","387","16","14.4","17.600000000000001"
"2013","Male","8","Alcohol-related and drug-related","343","14.3","12.8","15.8"
"2013","Male","9","Alcohol-related and drug-related","323","13.4","11.9","14.8"
"2013","Male","10","Alcohol-related and drug-related","224","9.5","8.3000000000000007","10.8"
"2014","Male","1","Alcohol-related and drug-related","1457","69.099999999999994","65.5","72.7"
"2014","Male","2","Alcohol-related and drug-related","937","43.9","41","46.8"
"2014","Male","3","Alcohol-related and drug-related","781","34.799999999999997","32.299999999999997","37.200000000000003"
"2014","Male","4","Alcohol-related and drug-related","648","28.1","25.9","30.2"
"2014","Male","5","Alcohol-related and drug-related","572","24.2","22.2","26.2"
"2014","Male","6","Alcohol-related and drug-related","465","19.3","17.5","21.1"
"2014","Male","7","Alcohol-related and drug-related","371","15.3","13.8","16.899999999999999"
"2014","Male","8","Alcohol-related and drug-related","337","14","12.5","15.5"
"2014","Male","9","Alcohol-related and drug-related","317","13.1","11.6","14.5"
"2014","Male","10","Alcohol-related and drug-related","218","9.1999999999999993","8","10.4"
"2015","Male","1","Alcohol-related and drug-related","1360","64","60.5","67.400000000000006"
"2015","Male","2","Alcohol-related and drug-related","1025","46.4","43.5","49.3"
"2015","Male","3","Alcohol-related and drug-related","861","37.4","34.9","40"
"2015","Male","4","Alcohol-related and drug-related","698","29.6","27.4","31.8"
"2015","Male","5","Alcohol-related and drug-related","564","23.5","21.6","25.4"
"2015","Male","6","Alcohol-related and drug-related","490","19.899999999999999","18.2","21.7"
"2015","Male","7","Alcohol-related and drug-related","374","15.3","13.7","16.899999999999999"
"2015","Male","8","Alcohol-related and drug-related","371","15.3","13.7","16.8"
"2015","Male","9","Alcohol-related and drug-related","324","13.4","11.9","14.8"
"2015","Male","10","Alcohol-related and drug-related","258","10.7","9.4","12"
"2016","Male","1","Alcohol-related and drug-related","1463","68","64.5","71.599999999999994"
"2016","Male","2","Alcohol-related and drug-related","1004","45.6","42.7","48.5"
"2016","Male","3","Alcohol-related and drug-related","819","35","32.6","37.4"
"2016","Male","4","Alcohol-related and drug-related","717","30.1","27.8","32.299999999999997"
"2016","Male","5","Alcohol-related and drug-related","598","24.5","22.6","26.5"
"2016","Male","6","Alcohol-related and drug-related","489","19.7","17.899999999999999","21.4"
"2016","Male","7","Alcohol-related and drug-related","433","17.600000000000001","15.9","19.2"
"2016","Male","8","Alcohol-related and drug-related","394","16","14.4","17.5"
"2016","Male","9","Alcohol-related and drug-related","296","12.1","10.7","13.5"
"2016","Male","10","Alcohol-related and drug-related","257","10.7","9.4","12"
"2017","Male","1","Alcohol-related and drug-related","1506","69.8","66.3","73.400000000000006"
"2017","Male","2","Alcohol-related and drug-related","1046","46.8","43.9","49.7"
"2017","Male","3","Alcohol-related and drug-related","821","35.1","32.6","37.5"
"2017","Male","4","Alcohol-related and drug-related","727","30.1","27.9","32.299999999999997"
"2017","Male","5","Alcohol-related and drug-related","557","22.7","20.8","24.6"
"2017","Male","6","Alcohol-related and drug-related","536","21.6","19.7","23.4"
"2017","Male","7","Alcohol-related and drug-related","438","17.8","16.100000000000001","19.5"
"2017","Male","8","Alcohol-related and drug-related","424","17.100000000000001","15.5","18.8"
"2017","Male","9","Alcohol-related and drug-related","299","12.2","10.8","13.6"
"2017","Male","10","Alcohol-related and drug-related","258","10.5","9.1999999999999993","11.8"
"2018","Male","1","Alcohol-related and drug-related","1514","69.3","65.8","72.900000000000006"
"2018","Male","2","Alcohol-related and drug-related","1083","47.4","44.5","50.2"
"2018","Male","3","Alcohol-related and drug-related","842","36","33.5","38.4"
"2018","Male","4","Alcohol-related and drug-related","756","30.8","28.6","33"
"2018","Male","5","Alcohol-related and drug-related","680","27.5","25.4","29.6"
"2018","Male","6","Alcohol-related and drug-related","549","22","20.2","23.8"
"2018","Male","7","Alcohol-related and drug-related","470","19","17.3","20.7"
"2018","Male","8","Alcohol-related and drug-related","401","16","14.4","17.600000000000001"
"2018","Male","9","Alcohol-related and drug-related","372","15.2","13.7","16.8"
"2018","Male","10","Alcohol-related and drug-related","267","11.2","9.8000000000000007","12.5"
"2019","Male","1","Alcohol-related and drug-related","1573","71.599999999999994","68","75.2"
"2019","Male","2","Alcohol-related and drug-related","1051","45.5","42.7","48.3"
"2019","Male","3","Alcohol-related and drug-related","901","37.799999999999997","35.299999999999997","40.299999999999997"
"2019","Male","4","Alcohol-related and drug-related","824","33.799999999999997","31.5","36.1"
"2019","Male","5","Alcohol-related and drug-related","670","27","25","29.1"
"2019","Male","6","Alcohol-related and drug-related","527","20.9","19.100000000000001","22.7"
"2019","Male","7","Alcohol-related and drug-related","449","18","16.3","19.7"
"2019","Male","8","Alcohol-related and drug-related","410","16.5","14.9","18.100000000000001"
"2019","Male","9","Alcohol-related and drug-related","352","14.3","12.8","15.8"
"2019","Male","10","Alcohol-related and drug-related","286","11.6","10.199999999999999","12.9"
"2020","Male","1","Alcohol-related and drug-related","1730","78.099999999999994","74.3","81.8"
"2020","Male","2","Alcohol-related and drug-related","1296","56.3","53.2","59.4"
"2020","Male","3","Alcohol-related and drug-related","1037","43.2","40.6","45.9"
"2020","Male","4","Alcohol-related and drug-related","861","34.9","32.6","37.299999999999997"
"2020","Male","5","Alcohol-related and drug-related","684","27.4","25.4","29.5"
"2020","Male","6","Alcohol-related and drug-related","605","23.9","22","25.8"
"2020","Male","7","Alcohol-related and drug-related","493","19.8","18.100000000000001","21.6"
"2020","Male","8","Alcohol-related and drug-related","482","19.399999999999999","17.600000000000001","21.1"
"2020","Male","9","Alcohol-related and drug-related","359","14.5","13","16.100000000000001"
"2020","Male","10","Alcohol-related and drug-related","316","13","11.5","14.4"
"2001","Male","1","Diseases of the circulatory system","5238","339.7","330.4","348.9"
"2001","Male","2","Diseases of the circulatory system","4338","279.7","271.3","288.10000000000002"
"2001","Male","3","Diseases of the circulatory system","4025","256.2","248.3","264.2"
"2001","Male","4","Diseases of the circulatory system","3568","212.4","205.4","219.4"
"2001","Male","5","Diseases of the circulatory system","3533","200.4","193.8","207.1"
"2001","Male","6","Diseases of the circulatory system","3215","174.1","168.1","180.1"
"2001","Male","7","Diseases of the circulatory system","3175","165.5","159.80000000000001","171.3"
"2001","Male","8","Diseases of the circulatory system","3010","156.6","151","162.30000000000001"
"2001","Male","9","Diseases of the circulatory system","2587","133.5","128.4","138.69999999999999"
"2001","Male","10","Diseases of the circulatory system","2245","119.7","114.7","124.7"
"2002","Male","1","Diseases of the circulatory system","4998","326.39999999999998","317.3","335.5"
"2002","Male","2","Diseases of the circulatory system","4105","265.5","257.3","273.7"
"2002","Male","3","Diseases of the circulatory system","3734","236.7","229.1","244.4"
"2002","Male","4","Diseases of the circulatory system","3462","203.5","196.7","210.3"
"2002","Male","5","Diseases of the circulatory system","3359","187.8","181.4","194.2"
"2002","Male","6","Diseases of the circulatory system","3087","164.6","158.69999999999999","170.4"
"2002","Male","7","Diseases of the circulatory system","3056","156.4","150.80000000000001","162"
"2002","Male","8","Diseases of the circulatory system","2803","143.19999999999999","137.80000000000001","148.5"
"2002","Male","9","Diseases of the circulatory system","2603","131.9","126.8","137"
"2002","Male","10","Diseases of the circulatory system","2176","113.8","109","118.7"
"2003","Male","1","Diseases of the circulatory system","4760","311.7","302.8","320.60000000000002"
"2003","Male","2","Diseases of the circulatory system","4072","262.39999999999998","254.3","270.5"
"2003","Male","3","Diseases of the circulatory system","3575","225.7","218.3","233.2"
"2003","Male","4","Diseases of the circulatory system","3318","194.1","187.5","200.8"
"2003","Male","5","Diseases of the circulatory system","3142","173.2","167.1","179.3"
"2003","Male","6","Diseases of the circulatory system","2910","152.9","147.30000000000001","158.5"
"2003","Male","7","Diseases of the circulatory system","2793","140.69999999999999","135.5","146"
"2003","Male","8","Diseases of the circulatory system","2715","136.1","130.9","141.19999999999999"
"2003","Male","9","Diseases of the circulatory system","2440","121.4","116.5","126.2"
"2003","Male","10","Diseases of the circulatory system","2136","109.6","104.9","114.3"
"2004","Male","1","Diseases of the circulatory system","4390","285.5","277","294"
"2004","Male","2","Diseases of the circulatory system","3658","240.6","232.7","248.4"
"2004","Male","3","Diseases of the circulatory system","3383","208.5","201.4","215.5"
"2004","Male","4","Diseases of the circulatory system","3115","182.1","175.7","188.5"
"2004","Male","5","Diseases of the circulatory system","2949","157.9","152.19999999999999","163.69999999999999"
"2004","Male","6","Diseases of the circulatory system","2842","148.69999999999999","143.19999999999999","154.1"
"2004","Male","7","Diseases of the circulatory system","2686","132.5","127.4","137.5"
"2004","Male","8","Diseases of the circulatory system","2454","122.7","117.8","127.6"
"2004","Male","9","Diseases of the circulatory system","2273","112","107.4","116.6"
"2004","Male","10","Diseases of the circulatory system","1930","96.3","92","100.7"
"2005","Male","1","Diseases of the circulatory system","4204","272.60000000000002","264.2","280.89999999999998"
"2005","Male","2","Diseases of the circulatory system","3498","229.1","221.4","236.8"
"2005","Male","3","Diseases of the circulatory system","3163","193.9","187.1","200.8"
"2005","Male","4","Diseases of the circulatory system","2866","166.5","160.30000000000001","172.6"
"2005","Male","5","Diseases of the circulatory system","2808","148.6","143","154.1"
"2005","Male","6","Diseases of the circulatory system","2615","134.6","129.4","139.80000000000001"
"2005","Male","7","Diseases of the circulatory system","2437","118.7","113.9","123.4"
"2005","Male","8","Diseases of the circulatory system","2311","112.7","108.1","117.4"
"2005","Male","9","Diseases of the circulatory system","2085","101.3","96.9","105.7"
"2005","Male","10","Diseases of the circulatory system","1820","89.4","85.3","93.5"
"2006","Male","1","Diseases of the circulatory system","3869","251.8","243.8","259.8"
"2006","Male","2","Diseases of the circulatory system","3239","211.9","204.5","219.2"
"2006","Male","3","Diseases of the circulatory system","2992","182","175.4","188.5"
"2006","Male","4","Diseases of the circulatory system","2742","157.5","151.5","163.4"
"2006","Male","5","Diseases of the circulatory system","2634","137.6","132.30000000000001","142.9"
"2006","Male","6","Diseases of the circulatory system","2473","125.6","120.6","130.5"
"2006","Male","7","Diseases of the circulatory system","2310","110.7","106.2","115.3"
"2006","Male","8","Diseases of the circulatory system","2173","104.7","100.3","109.1"
"2006","Male","9","Diseases of the circulatory system","2022","96","91.8","100.2"
"2006","Male","10","Diseases of the circulatory system","1695","81.900000000000006","78","85.9"
"2007","Male","1","Diseases of the circulatory system","3803","241.7","233.9","249.5"
"2007","Male","2","Diseases of the circulatory system","3139","202.7","195.6","209.9"
"2007","Male","3","Diseases of the circulatory system","2722","165.2","159","171.5"
"2007","Male","4","Diseases of the circulatory system","2624","148.4","142.69999999999999","154.19999999999999"
"2007","Male","5","Diseases of the circulatory system","2535","131.80000000000001","126.6","136.9"
"2007","Male","6","Diseases of the circulatory system","2346","114.6","110","119.3"
"2007","Male","7","Diseases of the circulatory system","2224","105.2","100.8","109.7"
"2007","Male","8","Diseases of the circulatory system","2066","96.4","92.3","100.6"
"2007","Male","9","Diseases of the circulatory system","1908","90.1","86","94.2"
"2007","Male","10","Diseases of the circulatory system","1577","76","72.2","79.7"
"2008","Male","1","Diseases of the circulatory system","3702","233.6","226","241.3"
"2008","Male","2","Diseases of the circulatory system","3026","191.8","184.9","198.8"
"2008","Male","3","Diseases of the circulatory system","2732","161.5","155.4","167.7"
"2008","Male","4","Diseases of the circulatory system","2420","133.19999999999999","127.9","138.6"
"2008","Male","5","Diseases of the circulatory system","2420","123.2","118.3","128.19999999999999"
"2008","Male","6","Diseases of the circulatory system","2295","110.2","105.7","114.7"
"2008","Male","7","Diseases of the circulatory system","2162","99.6","95.3","103.8"
"2008","Male","8","Diseases of the circulatory system","1984","90.7","86.7","94.7"
"2008","Male","9","Diseases of the circulatory system","1843","85.3","81.3","89.2"
"2008","Male","10","Diseases of the circulatory system","1501","70.2","66.7","73.8"
"2009","Male","1","Diseases of the circulatory system","3580","223.8","216.4","231.2"
"2009","Male","2","Diseases of the circulatory system","2862","179.6","173","186.3"
"2009","Male","3","Diseases of the circulatory system","2631","153.9","148","159.9"
"2009","Male","4","Diseases of the circulatory system","2324","126.6","121.4","131.80000000000001"
"2009","Male","5","Diseases of the circulatory system","2280","113.6","108.9","118.3"
"2009","Male","6","Diseases of the circulatory system","2089","98.1","93.9","102.3"
"2009","Male","7","Diseases of the circulatory system","2024","90.9","86.9","94.9"
"2009","Male","8","Diseases of the circulatory system","1944","86.9","83","90.7"
"2009","Male","9","Diseases of the circulatory system","1729","77.599999999999994","73.900000000000006","81.3"
"2009","Male","10","Diseases of the circulatory system","1454","66.8","63.3","70.2"
"2010","Male","1","Diseases of the circulatory system","3437","211.5","204.3","218.7"
"2010","Male","2","Diseases of the circulatory system","2797","173.2","166.7","179.7"
"2010","Male","3","Diseases of the circulatory system","2531","146.19999999999999","140.4","151.9"
"2010","Male","4","Diseases of the circulatory system","2491","132.80000000000001","127.5","138.1"
"2010","Male","5","Diseases of the circulatory system","2219","108.4","103.9","113"
"2010","Male","6","Diseases of the circulatory system","2125","97.9","93.7","102"
"2010","Male","7","Diseases of the circulatory system","2034","89.6","85.7","93.5"
"2010","Male","8","Diseases of the circulatory system","1851","81.099999999999994","77.400000000000006","84.8"
"2010","Male","9","Diseases of the circulatory system","1706","75.3","71.7","78.900000000000006"
"2010","Male","10","Diseases of the circulatory system","1479","66.5","63.1","69.900000000000006"
"2011","Male","1","Diseases of the circulatory system","3093","187.6","180.9","194.3"
"2011","Male","2","Diseases of the circulatory system","2646","160","153.80000000000001","166.2"
"2011","Male","3","Diseases of the circulatory system","2341","131.9","126.5","137.30000000000001"
"2011","Male","4","Diseases of the circulatory system","2209","114.3","109.4","119.1"
"2011","Male","5","Diseases of the circulatory system","1999","95.6","91.4","99.9"
"2011","Male","6","Diseases of the circulatory system","1944","89","85","93"
"2011","Male","7","Diseases of the circulatory system","1892","83.4","79.599999999999994","87.2"
"2011","Male","8","Diseases of the circulatory system","1683","74.7","71.099999999999994","78.2"
"2011","Male","9","Diseases of the circulatory system","1555","68.599999999999994","65.2","72.099999999999994"
"2011","Male","10","Diseases of the circulatory system","1296","56.8","53.6","59.9"
"2012","Male","1","Diseases of the circulatory system","3058","183.1","176.5","189.6"
"2012","Male","2","Diseases of the circulatory system","2491","147.4","141.5","153.30000000000001"
"2012","Male","3","Diseases of the circulatory system","2258","125.9","120.7","131.19999999999999"
"2012","Male","4","Diseases of the circulatory system","2094","106.8","102.1","111.4"
"2012","Male","5","Diseases of the circulatory system","2016","94.6","90.4","98.8"
"2012","Male","6","Diseases of the circulatory system","1922","85.4","81.599999999999994","89.3"
"2012","Male","7","Diseases of the circulatory system","1742","75.599999999999994","72.099999999999994","79.2"
"2012","Male","8","Diseases of the circulatory system","1628","70.7","67.3","74.2"
"2012","Male","9","Diseases of the circulatory system","1437","62","58.7","65.2"
"2012","Male","10","Diseases of the circulatory system","1293","55.8","52.8","58.9"
"2013","Male","1","Diseases of the circulatory system","2984","177.1","170.6","183.5"
"2013","Male","2","Diseases of the circulatory system","2614","152.5","146.6","158.5"
"2013","Male","3","Diseases of the circulatory system","2268","124.3","119.1","129.5"
"2013","Male","4","Diseases of the circulatory system","2204","109.7","105.1","114.3"
"2013","Male","5","Diseases of the circulatory system","2037","93.6","89.5","97.6"
"2013","Male","6","Diseases of the circulatory system","1956","85.8","81.900000000000006","89.6"
"2013","Male","7","Diseases of the circulatory system","1695","72.400000000000006","69","75.900000000000006"
"2013","Male","8","Diseases of the circulatory system","1635","68.900000000000006","65.5","72.2"
"2013","Male","9","Diseases of the circulatory system","1495","62.8","59.6","66"
"2013","Male","10","Diseases of the circulatory system","1322","55.8","52.8","58.8"
"2014","Male","1","Diseases of the circulatory system","3046","177.5","171.1","183.9"
"2014","Male","2","Diseases of the circulatory system","2498","142.5","136.80000000000001","148.19999999999999"
"2014","Male","3","Diseases of the circulatory system","2320","124","118.9","129.1"
"2014","Male","4","Diseases of the circulatory system","2114","102.4","98","106.8"
"2014","Male","5","Diseases of the circulatory system","2072","93.3","89.2","97.3"
"2014","Male","6","Diseases of the circulatory system","1787","76.099999999999994","72.599999999999994","79.7"
"2014","Male","7","Diseases of the circulatory system","1700","71","67.599999999999994","74.400000000000006"
"2014","Male","8","Diseases of the circulatory system","1669","69.099999999999994","65.8","72.400000000000006"
"2014","Male","9","Diseases of the circulatory system","1468","60.2","57.1","63.3"
"2014","Male","10","Diseases of the circulatory system","1287","52.9","50","55.8"
"2015","Male","1","Diseases of the circulatory system","3118","178.5","172.2","184.9"
"2015","Male","2","Diseases of the circulatory system","2566","144.30000000000001","138.69999999999999","150"
"2015","Male","3","Diseases of the circulatory system","2417","126.1","121","131.19999999999999"
"2015","Male","4","Diseases of the circulatory system","2146","102.3","98","106.7"
"2015","Male","5","Diseases of the circulatory system","1995","87.7","83.9","91.6"
"2015","Male","6","Diseases of the circulatory system","1853","77.8","74.2","81.3"
"2015","Male","7","Diseases of the circulatory system","1750","71.3","67.900000000000006","74.599999999999994"
"2015","Male","8","Diseases of the circulatory system","1578","64","60.8","67.099999999999994"
"2015","Male","9","Diseases of the circulatory system","1435","57.6","54.6","60.6"
"2015","Male","10","Diseases of the circulatory system","1214","48.8","46.1","51.6"
"2016","Male","1","Diseases of the circulatory system","3163","174.8","168.7","181"
"2016","Male","2","Diseases of the circulatory system","2534","136.30000000000001","130.9","141.69999999999999"
"2016","Male","3","Diseases of the circulatory system","2428","123.1","118.1","128"
"2016","Male","4","Diseases of the circulatory system","2178","100.4","96.2","104.6"
"2016","Male","5","Diseases of the circulatory system","2057","88.9","85.1","92.8"
"2016","Male","6","Diseases of the circulatory system","1840","75.8","72.3","79.3"
"2016","Male","7","Diseases of the circulatory system","1708","68.8","65.5","72"
"2016","Male","8","Diseases of the circulatory system","1620","64","60.9","67.2"
"2016","Male","9","Diseases of the circulatory system","1429","56.6","53.7","59.6"
"2016","Male","10","Diseases of the circulatory system","1233","48.6","45.9","51.4"
"2017","Male","1","Diseases of the circulatory system","3262","175.9","169.8","182"
"2017","Male","2","Diseases of the circulatory system","2616","136.6","131.30000000000001","141.80000000000001"
"2017","Male","3","Diseases of the circulatory system","2332","115","110.3","119.7"
"2017","Male","4","Diseases of the circulatory system","2181","97.4","93.3","101.5"
"2017","Male","5","Diseases of the circulatory system","1961","82.7","79","86.4"
